slow_ema,fast_ema,perf
18,27,5.025417224685143
19,27,6.3997869206322955
20,27,7.650015656768716
21,27,9.841286373048076
22,27,11.307843913145335
23,27,11.080468856428174
24,27,11.881512010895241
25,27,11.546689631475159
26,27,13.510058523450542
1,28,3.1020130373043723e-06
2,28,0.0004565382695428979
3,28,0.003992871237743224
4,28,0.028889163393619292
5,28,0.07909436755521973
6,28,0.14807051563154955
7,28,0.22493293998583216
8,28,0.3207057970364688
9,28,0.559017307058926
10,28,0.7535064835788261
11,28,1.130724393722219
12,28,1.4417802345362787
13,28,1.7015259855924225
14,28,2.27978710328682
15,28,3.0014384353571284
16,28,3.523290892003964
17,28,4.797076456801424
18,28,5.931310951060229
19,28,7.5099240833758065
20,28,8.953264302061474
21,28,11.686057411916575
22,28,10.9932612845334
23,28,11.169820417234828
24,28,11.649758864892394
25,28,13.7037302477567
26,28,16.57879236317669
27,28,18.599723122038736
1,29,4.861141158727991e-06
2,29,0.0004972914320639793
3,29,0.005699245890799058
4,29,0.033474974072579856
5,29,0.08243729927090246
6,29,0.16010393304843423
7,29,0.2891921809837536
8,29,0.39672453460098306
9,29,0.6228147836782344
10,29,0.9982440640103483
11,29,1.2481699648059805
12,29,1.4612628216215913
13,29,1.8719601210766676
14,29,2.592110595028408
15,29,3.215274096288049
16,29,4.049282077610068
17,29,5.506863422981023
18,29,6.520974945991369
19,29,8.628571006125549
20,29,11.591091669012844
21,29,10.575455870223507
22,29,11.601399579577352
23,29,10.920856601748362
24,29,12.709661661494827
25,29,16.7769259428335
26,29,18.14583768333879
27,29,20.749947664004946
28,29,22.527956813628553
1,30,6.384953596190369e-06
2,30,0.0006013094283323393
3,30,0.00708125873083549
4,30,0.04147507670146086
5,30,0.09526680617451884
6,30,0.1753495260784916
7,30,0.346020780271748
8,30,0.5018306290837216
9,30,0.7158829817851532
10,30,1.1596436442458875
11,30,1.3431061055831028
12,30,1.6440767176031807
13,30,2.352052362300342
14,30,2.930673408608797
15,30,3.868715188694233
16,30,5.037963194503079
17,30,6.011478005111741
18,30,7.467645845087029
19,30,10.013900282221202
20,30,10.538331515661394
21,30,10.715188853098727
22,30,10.498060278365786
23,30,11.981336721574163
24,30,15.056215507888503
25,30,17.442306361561336
26,30,20.37883695455281
27,30,21.712815369996594
28,30,22.800341775159694
29,30,23.576030922966016
1,31,7.702214593807901e-06
2,31,0.0007516266254028151
3,31,0.009388493098893433
4,31,0.048972973081429935
5,31,0.1199002546722571
6,31,0.21059782562990817
7,31,0.4116177594535048
8,31,0.5855316088103082
9,31,0.8673269256536942
10,31,1.1597627055260273
11,31,1.401920575372024
12,31,1.9686120753761973
13,31,2.7524517206986707
14,31,3.617806185770556
15,31,4.414082764952615
16,31,5.4740407554269215
17,31,6.779536830195912
18,31,9.12647192438842
19,31,10.368407472603838
20,31,9.60538989268283
21,31,9.926409013558024
22,31,10.961522195823507
23,31,15.343639311299862
24,31,17.385166364015742
25,31,19.889936529131038
26,31,20.95213360356044
27,31,24.175913654893968
28,31,23.89102777817991
29,31,23.446698180852977
30,31,25.75296055739215
1,32,8.420456855796633e-06
2,32,0.0010524430787452186
3,32,0.014715548356957465
4,32,0.05745981595419409
5,32,0.15526019981677536
6,32,0.24573260889866438
7,32,0.41636906390698614
8,32,0.7140594630290226
9,32,0.8650046964256777
10,32,1.2079987176349305
11,32,1.5904480079196852
12,32,2.4623237606050004
13,32,3.098108501746345
14,32,4.031491219056488
15,32,5.728501876004256
16,32,5.990455942267267
17,32,7.21724849695773
18,32,9.311776690483322
19,32,9.909008432169111
20,32,9.460508651405947
21,32,10.090993776504298
22,32,14.047151594253743
23,32,16.010373190855326
24,32,19.400472958744277
25,32,20.44991133502033
26,32,23.946292724313953
27,32,23.926928584579525
28,32,23.77989742168252
29,32,26.25233772467266
30,32,26.038438772625565
31,32,27.278798330984696
1,33,1.1819657731292577e-05
2,33,0.001709107151265065
3,33,0.015839719554494768
4,33,0.062405855004906065
5,33,0.15112511567273387
6,33,0.2979146987087973
7,33,0.5106374063145426
8,33,0.861867900900303
9,33,0.9617860143202648
10,33,1.3251395107567665
11,33,1.8576735379423874
12,33,2.730296513365737
13,33,3.8253685952710907
14,33,4.173564665630877
15,33,5.3652733538172255
16,33,6.2311636031797
17,33,8.274540307263042
18,33,8.989391844353463
19,33,9.711596480787346
20,33,9.522425176114353
21,33,12.752519114395383
22,33,16.814803583319975
23,33,18.419624428256856
24,33,20.729312913032466
25,33,23.798205290782796
26,33,24.14720603640813
27,33,23.14401779896532
28,33,26.231999638258223
29,33,26.307279967798344
30,33,28.672144004693784
31,33,29.558549012886225
32,33,27.883002774929246
1,34,1.663947347072455e-05
2,34,0.0022060871396101054
3,34,0.021254602301384637
4,34,0.0750910061650558
5,34,0.18909538928113143
6,34,0.3591195620038516
7,34,0.5623903239679221
8,34,0.9249492779204628
9,34,1.1438711793221343
10,34,1.6176808452615399
11,34,2.0984876201852836
12,34,2.798777686849022
13,34,4.369464131033003
14,34,5.6086054430243895
15,34,5.566762277019521
16,34,7.09583866615447
17,34,8.353678042631993
18,34,8.651066010903786
19,34,8.711441966722823
20,34,11.22348831415275
21,34,14.345850240507595
22,34,17.000059252526228
23,34,19.240949630323534
24,34,22.782764186046933
25,34,24.082543650254042
26,34,22.06122387985709
27,34,25.68195675390851
28,34,27.245760352288137
29,34,27.78278170055083
30,34,29.21600083992866
31,34,27.320479222421582
32,34,30.382710524527237
33,34,36.6866068299255
1,35,2.6161321785606335e-05
2,35,0.002635205403694255
3,35,0.02369537829192416
4,35,0.08673099230028336
5,35,0.2084879630612849
6,35,0.4307384231613261
7,35,0.6057486313128185
8,35,1.0643692885514875
9,35,1.311519975410888
10,35,1.7982615986965704
11,35,2.350806710806452
12,35,3.7019968056255887
13,35,4.128691325891304
14,35,4.997146791354739
15,35,5.9221420535650795
16,35,7.218104997328445
17,35,7.953773430275009
18,35,8.872679511387249
19,35,10.010540580782804
20,35,13.268882093622908
21,35,15.067144492238535
22,35,18.2826128094482
23,35,21.522479744819957
24,35,23.509724153897984
25,35,24.695792467902553
26,35,23.937850994059676
27,35,26.570665864677217
28,35,27.474374123469918
29,35,28.511517903381154
30,35,26.93953996978017
31,35,29.54325835173573
32,35,36.890351186661746
33,35,36.854345119242154
34,35,38.263262391763554
1,36,2.7716541249534792e-05
2,36,0.0031784023921735136
3,36,0.028917913626506198
4,36,0.10840823710193608
5,36,0.2336224068416108
6,36,0.383695204615879
7,36,0.6775873028446395
8,36,1.328123111874156
9,36,1.6606319040671673
10,36,1.9844160726379598
11,36,2.998173269055378
12,36,3.561241173785006
13,36,4.277571063674099
14,36,5.373426905950282
15,36,6.84326290130471
16,36,6.748381190114766
17,36,7.858164017666835
18,36,8.977790139328441
19,36,11.51845366687243
20,36,13.448679415064618
21,36,17.789779546856572
22,36,21.258325713621186
23,36,22.743934196755283
24,36,23.465804968499878
25,36,24.735915413625953
26,36,24.110784609671665
27,36,28.32796467327866
28,36,27.74778237826869
29,36,25.734587269419166
30,36,27.54908969855551
31,36,36.88946205799449
32,36,37.00113226411627
33,36,37.85748842281161
34,36,40.396235820835436
35,36,43.97664992187022
1,37,3.625928641590862e-05
2,37,0.0037973944629780946
3,37,0.03253333437953582
4,37,0.11705802577169835
5,37,0.2744474148022245
6,37,0.4486462690179668
7,37,0.744819774813558
8,37,1.3954952533522527
9,37,1.8057981671691985
10,37,2.2195129923014565
11,37,3.456098863885194
12,37,3.6780792368783906
13,37,4.0842766793002125
14,37,5.851431536308431
15,37,6.992502714433879
16,37,6.699080439249812
17,37,8.3150609565846
18,37,9.54718614820229
19,37,12.989119996460076
20,37,15.283686055180507
21,37,21.544228118357637
22,37,19.753108762465775
23,37,24.02876886346517
24,37,23.166991913865385
25,37,24.88083953423545
26,37,28.505011820398455
27,37,26.37030531838609
28,37,25.537224947759036
29,37,27.499455541397744
30,37,35.57311510695928
31,37,35.94450449272772
32,37,36.32922523306338
33,37,40.45062659887069
34,37,43.19213953145115
35,37,57.13748349709572
36,37,63.04929740579208
1,38,4.6920423931685774e-05
2,38,0.005303233023923152
3,38,0.03766488909357246
4,38,0.12351317200631472
5,38,0.26614708937425796
6,38,0.48094361736929336
7,38,0.9258069946936932
8,38,1.4703349907360308
9,38,2.175550770688584
10,38,2.6006302412302387
11,38,3.259501207755104
12,38,3.496778869617461
13,38,5.0519182122915325
14,38,6.4556025013569664
15,38,6.431288637894156
16,38,8.342831821609598
17,38,9.130874800644971
18,38,12.519114034509446
19,38,15.474850486575189
20,38,17.839834552129407
21,38,20.42588668404912
22,38,25.4248757784804
23,38,23.904234420571576
24,38,24.83235000162502
25,38,25.34356406817993
26,38,27.209736788931025
27,38,27.19210747051931
28,38,27.783243069572762
29,38,33.81842341731817
30,38,34.79574335746635
31,38,36.20199342481979
32,38,41.358674645680175
33,38,41.36070186144701
34,38,58.70033516047545
35,38,61.92116090705294
36,38,69.34133252627737
37,38,72.92931076640784
1,39,5.25233712359607e-05
2,39,0.006199502808807567
3,39,0.04891389156090242
4,39,0.15060252839570687
5,39,0.2801167288603137
6,39,0.6178887059262061
7,39,1.0159296473638955
8,39,1.6808125834496261
9,39,2.400989870880749
10,39,2.827922647408038
11,39,3.454363637207699
12,39,3.5873042944445217
13,39,5.113172182643996
14,39,6.359632175753166
15,39,6.478515762296627
16,39,7.525318553539565
17,39,10.89898897316767
18,39,13.404431754829645
19,39,15.777870054864271
20,39,19.671370767620864
21,39,25.318188267610232
22,39,24.49084028626377
23,39,24.19911256262734
24,39,25.654427345778842
25,39,28.23680317252903
26,39,28.57976147887138
27,39,28.600004774310793
28,39,32.860763264413066
29,39,35.97176814381105
30,39,38.046469768119124
31,39,41.19388660291468
32,39,41.6692248777534
33,39,58.05802543611964
34,39,62.35876800345724
35,39,69.03361280326797
36,39,72.63550488045581
37,39,72.35511167876258
38,39,76.6066736426879
1,40,6.001242676369454e-05
2,40,0.009020717912879369
3,40,0.059317231602265916
4,40,0.1832404804779591
5,40,0.3292990982408194
6,40,0.6535613867008369
7,40,1.2446612450160084
8,40,1.8146397882156737
9,40,2.483331638667251
10,40,2.932036350290604
11,40,3.214078218835944
12,40,3.717439895424512
13,40,5.185114108336087
14,40,5.705829163172748
15,40,7.365937800395164
16,40,9.114411663515241
17,40,11.481455169781789
18,40,16.31893457291373
19,40,18.897515621407504
20,40,23.99313151100973
21,40,26.12064657676394
22,40,24.738469210594555
23,40,24.379309603383174
24,40,27.952264402310572
25,40,28.80383980449025
26,40,27.32806111970893
27,40,31.72682714936166
28,40,35.93083469319161
29,40,37.16905206212238
30,40,41.695126110547065
31,40,41.383295807147746
32,40,58.46275476712907
33,40,60.205323459771186
34,40,66.01423501714353
35,40,73.98891517377861
36,40,72.68747576374707
37,40,75.30329469239804
38,40,76.39066581078308
39,40,75.14140505373888
1,41,8.305247718911924e-05
2,41,0.010579035898020991
3,41,0.06107547439819524
4,41,0.21985132482156808
5,41,0.4116198787926565
6,41,0.7077381333152357
7,41,1.3828714744622166
8,41,1.886196392354099
9,41,2.675392284389763
10,41,2.9076511174757678
11,41,3.5548571320756945
12,41,4.070145838594511
13,41,5.804138481055117
14,41,5.843532401229048
15,41,8.067644737171207
16,41,10.091482897871845
17,41,13.58930153794592
18,41,17.772608885297352
19,41,19.888650441962348
20,41,25.632669787388117
21,41,23.97752291771098
22,41,23.22948118211076
23,41,28.5054080798034
24,41,28.904964314746703
25,41,28.29909508023332
26,41,27.542825747254742
27,41,34.96437896486285
28,41,38.321912531947284
29,41,37.77474774121687
30,41,40.398336453724816
31,41,52.17221348479543
32,41,59.88293680798867
33,41,67.47923374813824
34,41,70.66967939505274
35,41,74.31865602986926
36,41,73.82397355188742
37,41,73.00748015302248
38,41,75.29114531028142
39,41,75.60707892391507
40,41,72.59976920801161
1,42,0.00011242875570060927
2,42,0.01070954477089194
3,42,0.05797801600329707
4,42,0.19523821333443006
5,42,0.5682518189810563
6,42,0.8464883427964658
7,42,1.5798115772321537
8,42,2.0594294132506787
9,42,2.62863245274957
10,42,3.0031959786364286
11,42,3.609256197615382
12,42,4.5975750344778135
13,42,5.5901987897258145
14,42,7.282834196097533
15,42,9.64727091716705
16,42,11.808473850652085
17,42,15.901750216637282
18,42,17.332843118700076
19,42,22.445464534396802
20,42,23.2499300217055
21,42,25.213441909223526
22,42,24.67420843220561
23,42,29.420098188787357
24,42,29.728016692517592
25,42,28.110379381091754
26,42,30.83825825239675
27,42,38.7011325982911
28,42,36.759996494198084
29,42,38.53838282284396
30,42,50.97583437875657
31,42,59.34217679422395
32,42,70.12241366645961
33,42,68.33482767227628
34,42,73.79569674294794
35,42,74.53670985175037
36,42,72.97068347020416
37,42,76.20381495918906
38,42,76.28436772128211
39,42,73.48287881671327
40,42,72.04073308739069
41,42,74.05847976879396
1,43,0.00013071028497610017
2,43,0.012678705745690624
3,43,0.06751596142206318
4,43,0.20689917562749638
5,43,0.558739859480861
6,43,0.8619499400973475
7,43,1.6187552311543907
8,43,2.116888868959665
9,43,2.7601571695692635
10,43,3.3400148435666264
11,43,3.2720577269303663
12,43,5.423083752517273
13,43,6.147877515252143
14,43,8.878801480408146
15,43,9.763489780053558
16,43,13.098870981791002
17,43,16.94272397996494
18,43,20.487361873498905
19,43,22.27249614061577
20,43,22.379589151030892
21,43,20.26290703921224
22,43,28.994774092216197
23,43,29.57139377208672
24,43,27.037550708684698
25,43,28.489053226320298
26,43,36.257382423747714
27,43,35.7973879111979
28,43,40.266423938907764
29,43,47.25240714878666
30,43,58.1899645729101
31,43,70.59798923594609
32,43,70.6982800193941
33,43,70.46655589374986
34,43,75.16397338505892
35,43,76.70985778290644
36,43,77.40155413332973
37,43,72.56000912555758
38,43,71.32972443200954
39,43,70.87564019891242
40,43,72.55045594612105
41,43,76.94496064869561
42,43,83.59071205145818
1,44,0.0001865475460614088
2,44,0.015944260761503317
3,44,0.0756457635958091
4,44,0.2676185944935947
5,44,0.5409633390264205
6,44,0.9393929447256245
7,44,1.663591943047507
8,44,2.0168982690467683
9,44,2.935860762348231
10,44,3.3462564287151153
11,44,3.702368839725276
12,44,5.987381431194367
13,44,6.831100052969566
14,44,9.56126932528151
15,44,12.632194713049651
16,44,15.470679258720514
17,44,17.144872381179905
18,44,21.49502802202642
19,44,21.93476972693613
20,44,23.04104480779214
21,44,27.632730277772392
22,44,29.024788413430418
23,44,27.07689734437754
24,44,28.70207747641718
25,44,31.22857022429736
26,44,35.24904286208629
27,44,36.294089048090896
28,44,45.194719248609836
29,44,60.95585777331822
30,44,65.01636896525022
31,44,71.38641302094253
32,44,71.94406192474727
33,44,73.93279891022235
34,44,80.28720790263006
35,44,79.12347178540578
36,44,73.05415787485747
37,44,71.24921406976826
38,44,70.00930247369833
39,44,72.9298393303131
40,44,76.61534414049112
41,44,84.5008186410421
42,44,83.65542307285853
43,44,72.74902453709183
1,45,0.00021820706782995307
2,45,0.017033789248655718
3,45,0.08825053300466297
4,45,0.3061878036237155
5,45,0.5513659832522929
6,45,0.9519036337443785
7,45,1.7414382735133285
8,45,2.122650461507561
9,45,2.89954464961146
10,45,3.154870391377187
11,45,4.103023778246611
12,45,5.601761237940056
13,45,7.645169547217884
14,45,10.276777783314587
15,45,13.185020878894564
16,45,15.686419806746468
17,45,17.45025458709223
18,45,19.36467658296416
19,45,21.467811133539794
20,45,24.86012228867565
21,45,29.568662457703564
22,45,29.92505391971136
23,45,24.846658183819745
24,45,32.804300442022
25,45,35.018892666040145
26,45,36.2684919797426
27,45,42.83323777839488
28,45,53.13196778822645
29,45,66.23412197434298
30,45,76.39720035048944
31,45,71.1072000005665
32,45,76.50180536088848
33,45,81.4288750769046
34,45,77.38871094719417
35,45,72.7764863736732
36,45,66.7367391994548
37,45,68.52283694204797
38,45,71.31334269603796
39,45,76.9143215028753
40,45,84.40591689822168
41,45,83.68429264030871
42,45,71.73567143567308
43,45,74.54427002929772
44,45,76.05096371114176
1,46,0.0003332258566693915
2,46,0.016946276368909777
3,46,0.10444367135395302
4,46,0.32890056702056847
5,46,0.5714805779051525
6,46,1.02010161370092
7,46,1.6893082537220396
8,46,2.0833424784739045
9,46,3.2504469695164233
10,46,3.546330364174524
11,46,4.874670699892456
12,46,6.370639115180174
13,46,9.132652186506501
14,46,10.422700828048969
15,46,12.768889021720826
16,46,15.753947242119677
17,46,19.090442620656326
18,46,19.61778637989825
19,46,22.657585522418835
20,46,29.19555050034266
21,46,28.240974354771883
22,46,26.53982932032198
23,46,30.45344512265421
24,46,31.377605515056132
25,46,34.54644591684647
26,46,36.82895403334909
27,46,50.873195769863884
28,46,60.28209649304269
29,46,68.74574795612925
30,46,70.6383603463504
31,46,73.28458440649919
32,46,77.73027452526992
33,46,76.3864418117367
34,46,72.82930837997394
35,46,66.42255470909404
36,46,70.85624117899657
37,46,69.29856145458446
38,46,78.73724224793992
39,46,85.73476244999888
40,46,85.06803992051339
41,46,68.98088295351471
42,46,75.28352179506649
43,46,76.27190017026848
44,46,80.77470363882516
45,46,78.58499065923894
1,47,0.0003962834177285927
2,47,0.020308653580486342
3,47,0.1092259911444557
4,47,0.36547468547799894
5,47,0.6355746831614719
6,47,1.1443865437349496
7,47,1.5221562878902741
8,47,2.643539091186875
9,47,3.0808994363921505
10,47,4.0695127914407285
11,47,5.3090752816357165
12,47,7.000179537071771
13,47,10.452876330327891
14,47,12.235752773301899
15,47,13.74506336502141
16,47,16.65738869517893
17,47,20.26176708259815
18,47,23.515986199413042
19,47,27.85938877214568
20,47,28.28348915578215
21,47,27.012348816733187
22,47,25.487300727449973
23,47,32.084345124080336
24,47,35.962644592946184
25,47,38.42437818536538
26,47,49.66540370802896
27,47,56.335153563875956
28,47,64.70441984504434
29,47,73.16622068160862
30,47,77.05645106926148
31,47,79.19573191400714
32,47,75.51936780822301
33,47,74.35741958537197
34,47,68.24292581622392
35,47,69.77844995371133
36,47,69.20308154917356
37,47,76.04848473658468
38,47,88.0771420968364
39,47,84.22183379385005
40,47,69.79182592261176
41,47,74.51434354077288
42,47,77.42305942479473
43,47,81.19580853208164
44,47,80.64130888877197
45,47,89.16842812593399
46,47,82.53582762686003
1,48,0.0004727078482889924
2,48,0.02393457866162305
3,48,0.12274498970484177
4,48,0.4483361110773522
5,48,0.6775526991669047
6,48,1.1859624209529274
7,48,1.646313030774106
8,48,2.6517197324435826
9,48,3.171381098186997
10,48,4.374156382375426
11,48,5.488226026194968
12,48,7.622409788540735
13,48,9.984874218055008
14,48,12.08396037094888
15,48,13.790746992860129
16,48,16.782924918429444
17,48,21.573162841386303
