slow_ema,fast_ema,perf
25,111,103.4327387689083
26,111,102.5650565400541
27,111,97.61450158143165
28,111,97.2719828069524
29,111,104.5059687614912
30,111,106.1106303475814
31,111,112.02323992462193
32,111,117.95921701310085
33,111,125.16136430078699
34,111,134.3107671041961
35,111,142.14835315770046
36,111,151.96319211580092
37,111,140.75513916913107
38,111,145.27734152865793
39,111,152.18006894078187
40,111,144.16644742110316
41,111,155.94172921225388
42,111,163.6516098665171
43,111,166.8610941790572
44,111,173.10108396920108
45,111,193.19459699319185
46,111,204.68030822801438
47,111,202.64830074087672
48,111,187.52086360327573
49,111,198.40605203026823
50,111,197.04621620278493
51,111,205.7492625358639
52,111,215.6319382166382
53,111,228.9151058168251
54,111,239.71451669788874
55,111,254.45783706909924
56,111,262.64292528978376
57,111,260.7016848504741
58,111,296.877251288381
59,111,322.9370491960113
60,111,323.42530948295394
61,111,316.33523096408385
62,111,309.9663568551774
63,111,353.9039517332149
64,111,355.97813361920424
65,111,363.3501485675405
66,111,365.98372649106517
67,111,354.04726733501144
68,111,322.96575748547866
69,111,306.1340359565499
70,111,293.30899764412874
71,111,301.00489956520363
72,111,294.3088688721669
73,111,302.01855421384346
74,111,292.02939676411626
75,111,297.43105311130984
76,111,313.264460110348
77,111,307.5233904116495
78,111,300.74051219815516
79,111,290.06300276426305
80,111,274.7807291982324
81,111,279.2480087328548
82,111,282.6161444472614
83,111,288.68545351511926
84,111,299.5211561317708
85,111,288.52585539935995
86,111,294.8556172430132
87,111,309.85674973307954
88,111,330.2734440338983
89,111,309.6927930303776
90,111,302.2319441557238
91,111,291.3960710394355
92,111,307.3514051979258
93,111,299.53506392166844
94,111,274.38458542645407
95,111,276.4446112489803
96,111,271.9336105388972
97,111,273.7129815517068
98,111,306.80317268002256
99,111,307.22385825012685
100,111,344.35784300785
101,111,319.99236887676796
102,111,322.92913322910493
103,111,324.2546399398836
104,111,307.580799712333
105,111,327.8311679608672
106,111,350.9566991604405
107,111,353.3224365460441
108,111,349.86669137474087
109,111,322.11609405757815
110,111,327.1659258951309
1,112,0.1078101849175916
2,112,1.0102744912797879
3,112,3.8145585651971774
4,112,7.318894512654252
5,112,10.353547568506245
6,112,17.791215104678415
7,112,27.284909233414652
8,112,32.321367252664125
9,112,35.639187724792265
10,112,45.08965955025
11,112,53.66817286595953
12,112,74.17410249998872
13,112,73.07063965507483
14,112,73.86823277178382
15,112,81.50573441965207
16,112,76.06730159549505
17,112,74.9240965011901
18,112,78.9845145345726
19,112,79.98653825475189
20,112,79.03198351838705
21,112,80.21368247795691
22,112,85.3148183072171
23,112,95.18603516659297
24,112,98.27941617965487
25,112,102.72128570375126
26,112,97.42597135556248
27,112,101.5625560966133
28,112,90.03803016749714
29,112,98.3521576713579
30,112,105.7626893881108
31,112,115.31055061182263
32,112,119.16237316432857
33,112,120.07355946472171
34,112,140.12216163150387
35,112,144.58605331773745
36,112,148.37283232712235
37,112,147.71855510472398
38,112,146.7379344202146
39,112,153.62238467662428
40,112,149.0415816764122
41,112,157.79959928334023
42,112,162.1152959313266
43,112,178.24191556612692
44,112,195.20119305787568
45,112,202.23322547511566
46,112,192.93729622902896
47,112,203.0483649716229
48,112,202.11777797361083
49,112,197.01805736933997
50,112,199.67523555173443
51,112,215.2765937699475
52,112,223.81154345094635
53,112,225.77955833709495
54,112,238.02368479662044
55,112,246.28679691645465
56,112,260.0508474377309
57,112,283.0650693288909
58,112,320.73504781370315
59,112,315.2633010608266
60,112,314.0019319319975
61,112,309.50933682996657
62,112,352.262377008193
63,112,344.8714293039221
64,112,334.1085068247148
65,112,359.26319587754216
66,112,349.8849523561478
67,112,315.41672526056715
68,112,308.6847352326309
69,112,305.23072821455474
70,112,296.54624028173276
71,112,303.37463690416087
72,112,311.07234775617445
73,112,300.49109862745223
74,112,310.5297939859696
75,112,304.2203957888847
76,112,322.3157191230264
77,112,300.92720846818406
78,112,279.25784693544097
79,112,273.3646211651883
80,112,286.29699082137154
81,112,285.08742773080803
82,112,292.64055925585836
83,112,295.50207845096395
84,112,296.41918882022077
85,112,291.19711226989625
86,112,314.4826849398935
87,112,333.5912086571992
88,112,313.35736328112415
89,112,303.39778873440423
90,112,302.94311792271634
91,112,300.04751729421946
92,112,308.33684985472445
93,112,289.7737169898411
94,112,271.37766134191776
95,112,272.9400553191904
96,112,275.53049740477144
97,112,306.1805436635962
98,112,305.28866094316396
99,112,347.6084134621023
100,112,324.8478989204199
101,112,318.75091832722603
102,112,325.8619081510501
103,112,310.0972908995686
104,112,333.6420796231601
105,112,342.3582653502888
106,112,356.8035313717939
107,112,352.14548115674523
108,112,321.97168882853794
109,112,325.45308472986096
110,112,334.2529454085633
111,112,346.5009433242256
1,113,0.1143691276993049
2,113,1.1025558312840562
3,113,3.80746104431865
4,113,6.256727683005128
5,113,10.300536439717165
6,113,17.52120026621817
7,113,26.339963006835806
8,113,29.75445258133347
9,113,34.464622521693094
10,113,46.265253767046296
11,113,59.34058662125464
12,113,79.22146291727603
13,113,78.32062927788994
14,113,73.15712060715921
15,113,80.88340553506448
16,113,74.00487981285433
17,113,72.97117384292126
18,113,74.89522888185287
19,113,77.57046194803172
20,113,79.8065344796273
21,113,86.95369319041889
22,113,87.24290427676304
23,113,99.23642110351662
24,113,98.51308219674635
25,113,94.0114020846368
26,113,95.84269105742133
27,113,98.74856245225926
28,113,96.69109571169638
29,113,106.8491053877155
30,113,110.36058840163975
31,113,112.98100499122096
32,113,113.7690603481031
33,113,129.25111399063886
34,113,145.61383490346137
35,113,156.58604611815477
36,113,144.64074172761573
37,113,146.40063221339054
38,113,149.97303121005112
39,113,142.27545872909326
40,113,152.74573416605006
41,113,162.64437884469723
42,113,172.25152850888387
43,113,185.8909739607273
44,113,207.8637067960591
45,113,214.36047459675254
46,113,206.2968801494722
47,113,211.3209884321861
48,113,212.88632964358433
49,113,199.6625932682309
50,113,208.5351881959272
51,113,216.0674271053696
52,113,230.45413234528542
53,113,231.86721052289104
54,113,238.6670261097724
55,113,253.3821364688188
56,113,271.49657909069435
57,113,299.0160439412457
58,113,331.7877975297769
59,113,328.2027969610376
60,113,316.4419969186008
61,113,338.5448979183953
62,113,345.52257932566675
63,113,342.66192141082456
64,113,372.00072677475714
65,113,351.4580875327823
66,113,319.3580130337766
67,113,312.462365255909
68,113,295.9594511201926
69,113,307.07469832697313
70,113,309.4723195228276
71,113,314.35415360891176
72,113,316.5560086179188
73,113,311.39512263249674
74,113,308.18268418679327
75,113,324.8329594613499
76,113,328.2752314428997
77,113,293.8889650926237
78,113,274.43378755272033
79,113,294.4974868128148
80,113,282.0397142413936
81,113,296.56276002969116
82,113,291.88811258392593
83,113,299.15299602836643
84,113,289.5925045066327
85,113,316.0823490149794
86,113,341.8738599288469
87,113,331.29860759772504
88,113,308.57327482004314
89,113,296.22220754210423
90,113,303.5439372132899
91,113,302.5540528341609
92,113,292.5892542452393
93,113,268.71052162825254
94,113,269.16111379231813
95,113,274.2180720375802
96,113,304.4471732884821
97,113,293.7015774538367
98,113,333.1692300218314
99,113,328.71691929705634
100,113,316.4236961245659
101,113,323.2777973733235
102,113,308.49571546928706
103,113,333.2739899567477
104,113,341.87810020230756
105,113,358.84024979501044
106,113,349.88324628625077
107,113,324.23676087031805
108,113,325.81345108777543
109,113,334.2192186036393
110,113,347.09092666640987
111,113,344.7682155803529
112,113,337.63144728048366
1,114,0.11618903689626936
2,114,1.1722968688180742
3,114,3.9065537873171072
4,114,6.4449791605779225
5,114,10.656649700054867
6,114,17.610925389141517
7,114,24.437032396257628
8,114,33.0477080199708
9,114,37.90084398512771
10,114,46.440899107368125
11,114,62.85427647023487
12,114,77.10221721178215
13,114,77.35396757106794
14,114,80.31127505395838
15,114,73.31719289501955
16,114,76.19575503366282
17,114,75.5596237634768
18,114,77.5363086559394
19,114,76.13813594778857
20,114,83.03059598017443
21,114,86.5413424861937
22,114,85.06337701315388
23,114,105.55456096465898
24,114,98.12954398168712
25,114,96.34330082598264
26,114,92.66755163532271
27,114,93.30115665736744
28,114,109.59754022871331
29,114,111.09700241963056
30,114,109.12109305024661
31,114,115.35534043115193
32,114,126.37286922455849
33,114,137.95506030687088
34,114,149.7850640234176
35,114,149.78789858382078
36,114,138.59912373687334
37,114,136.42288229147658
38,114,148.897216840481
39,114,143.34313255739107
40,114,159.10326184054784
41,114,172.26611221435766
42,114,184.6110223687495
43,114,211.27588837366542
44,114,212.7658474006466
45,114,205.19273677493624
46,114,209.38478432018096
47,114,213.75701561666833
48,114,216.48080974786953
49,114,213.50133484045705
50,114,226.1664455860575
51,114,222.7480797281427
52,114,228.06296397552683
53,114,221.3486526940251
54,114,245.75013221038822
55,114,264.0806327604962
56,114,277.2699493277788
57,114,320.80649482777864
58,114,325.13355634148155
59,114,318.9770361509492
60,114,318.96091343056185
61,114,349.56445382358606
62,114,340.4757370986971
63,114,347.4942499390426
64,114,346.02223695133637
65,114,341.5629368285053
66,114,326.0624253410807
67,114,302.2627674121567
68,114,297.80856074564053
69,114,301.22243848429247
70,114,304.63156240686044
71,114,312.197731775519
72,114,321.59978376462254
73,114,307.23826436342074
74,114,335.07019801554264
75,114,326.6877401825278
76,114,307.3694446110291
77,114,283.8739574826833
78,114,283.45525788726945
79,114,282.7102340057456
80,114,295.1219351325343
81,114,288.48129223886673
82,114,301.5872963615531
83,114,277.96130119124217
84,114,317.7380020656256
85,114,340.36472815195117
86,114,342.70625351475655
87,114,312.3282160009859
88,114,293.326395061201
89,114,308.4780172543136
90,114,312.68384262397115
91,114,293.9625825427867
92,114,269.1645224062222
93,114,271.5350724858319
94,114,272.12670356369233
95,114,312.6050229642134
96,114,301.9890895765475
97,114,328.8460310770781
98,114,333.1369466542741
99,114,320.9341920105933
100,114,325.7447995030129
101,114,308.89073991335846
102,114,331.24280257876103
103,114,345.2753246019606
104,114,359.24329161046495
105,114,338.4142950721674
106,114,324.3476483983917
107,114,324.4889041804939
108,114,332.96028131048826
109,114,347.6791496926882
110,114,347.0286613934136
111,114,340.3123357646797
112,114,333.7944902062693
113,114,328.5910670587444
1,115,0.11603460940101588
2,115,1.2213344535774846
3,115,4.151621101451841
4,115,6.720158285426577
5,115,10.85925392720529
6,115,17.653989327203536
7,115,25.2401811631996
8,115,30.35239998844714
9,115,35.77805851679193
10,115,52.5673362367442
11,115,62.57570771142472
12,115,81.12249194738772
13,115,75.8732858580524
14,115,82.92515030502301
15,115,71.16760190138534
16,115,73.63573053038999
17,115,81.61791216296471
18,115,81.33479303764732
19,115,88.44683868391563
20,115,80.6241606264903
21,115,88.03313458626768
22,115,88.25497272603705
23,115,95.62218032834615
24,115,98.36371937863925
25,115,86.79673236205889
26,115,100.2080929014825
27,115,96.39034771139573
28,115,108.68326339558473
29,115,105.9314450692477
30,115,113.17975312924627
31,115,118.9165725664096
32,115,133.33746833591283
33,115,141.86970425994286
34,115,154.98262602851966
35,115,147.07709539229558
36,115,145.9779638340082
37,115,139.70879921800895
38,115,143.14480591486142
39,115,149.98011043804553
40,115,167.68349683529945
41,115,173.11295272009176
42,115,202.63506567821514
43,115,221.78214180388537
44,115,225.3954626069121
45,115,199.73749227842993
46,115,219.43999545236036
47,115,215.75425411087016
48,115,212.57451643170717
49,115,215.7083669980161
50,115,223.52765650895336
51,115,237.6292153649688
52,115,223.16414931902628
53,115,246.342161423214
54,115,258.0419959863809
55,115,279.5092006037973
56,115,299.2856245282055
57,115,332.46659041175735
58,115,319.5820401134884
59,115,314.6576569257743
60,115,339.87149827302875
61,115,345.3174131629301
62,115,357.4634945722813
63,115,365.2591766097732
64,115,350.4190621180908
65,115,312.3440661619773
66,115,301.50290458725294
67,115,305.4610962249566
68,115,300.1700389144106
69,115,310.3465229780231
70,115,311.2210171611736
71,115,310.9385680638549
72,115,295.3032779791396
73,115,327.8837428744685
74,115,320.56656371886896
75,115,304.37738061554705
76,115,291.54205662763343
77,115,283.74266282257753
78,115,282.05900274567887
79,115,287.60740496713805
80,115,289.4752181015694
81,115,303.34244904588644
82,115,284.8785721946656
83,115,321.13123551164045
84,115,331.6713634506161
85,115,345.8185318118194
86,115,315.6103129172635
87,115,297.32065779962045
88,115,312.8483455418533
89,115,302.35345756108427
90,115,299.0033665105173
91,115,269.676556417518
92,115,277.36177530026777
93,115,283.2746709036588
94,115,304.9294911543165
95,115,303.4494272632923
96,115,329.748963914635
97,115,342.10514131744196
98,115,327.02475025552525
99,115,319.47470846452325
100,115,313.8549152493811
101,115,318.9272979296983
102,115,348.9411948584822
103,115,361.7687194521888
104,115,332.49622181916646
105,115,327.86640118549263
106,115,324.3609952937845
107,115,325.8535666404413
108,115,345.35474783792915
109,115,346.44340406451977
110,115,340.20039080727634
111,115,334.08480045484924
112,115,328.1351542675494
113,115,330.50161483859944
114,115,332.6614300024682
1,116,0.12280904882947911
2,116,1.263195212839354
3,116,4.058383403030939
4,116,6.952386584841881
5,116,11.68226486873631
6,116,18.966223253908723
7,116,25.85289806616704
8,116,36.37044648038862
9,116,36.12668918005228
10,116,54.694580012024254
11,116,66.44641076054252
12,116,79.4695347113358
13,116,74.70327796618328
14,116,80.07349449311103
15,116,71.8890481774922
16,116,76.59079931712746
17,116,78.06919622107084
18,116,85.32087507308738
19,116,81.92732893316604
20,116,81.45426847318609
21,116,93.19772595137873
22,116,87.33925109357534
23,116,93.47451553218535
24,116,92.922053780842
25,116,87.75270588095043
26,116,93.00423858078688
27,116,99.7542728282206
28,116,113.11141574187795
29,116,107.67352555062476
30,116,124.06568809899345
31,116,127.11480037116561
32,116,144.34167849424884
33,116,158.20048225288724
34,116,162.13454835531167
35,116,148.76377546057913
36,116,146.21160321043848
37,116,141.142102182045
38,116,149.81995876237139
39,116,158.69114424115529
40,116,177.4268541154374
41,116,187.72431488764863
42,116,214.85876634946953
43,116,229.98631250137944
44,116,214.8031468394732
45,116,206.18443983406877
46,116,222.2636495672154
47,116,217.4540550379143
48,116,217.2589458436655
49,116,218.57567215929626
50,116,223.7580877390482
51,116,221.9189159795112
52,116,244.47674342232983
53,116,264.8887565786362
54,116,271.01315581092064
55,116,278.7983946063463
56,116,321.9535005484609
57,116,324.1663478374282
58,116,334.8983117926749
59,116,333.4781218083672
60,116,332.39414370884094
61,116,353.5144262688483
62,116,358.7395512356151
63,116,359.39225750207197
64,116,329.1576092602814
65,116,306.7774664667344
66,116,311.83660277181696
67,116,310.71116571681915
68,116,298.6484002739031
69,116,320.43820235302184
70,116,307.94262123677106
71,116,330.078366265442
72,116,318.3876341444892
73,116,321.55281584427416
74,116,299.6329199080809
75,116,295.8715062744704
76,116,284.84097105496613
77,116,284.67840135784144
78,116,277.78287011159654
79,116,297.80409662016245
80,116,306.66781663162004
81,116,294.66811065369376
82,116,314.9930693728385
83,116,327.8446493573896
84,116,349.5527197470852
85,116,324.4643875697979
86,116,308.1806135442737
87,116,300.1196608338345
88,116,307.82922984498987
89,116,315.0790365146142
90,116,279.8240858049951
91,116,292.0876927720346
92,116,282.2516034476515
93,116,302.0105193519687
94,116,302.5125419995023
95,116,324.4309131752006
96,116,338.09067598395114
97,116,321.7617990836738
98,116,312.8950739803767
99,116,319.2526973267343
100,116,320.76635349291473
101,116,347.29227700457295
102,116,364.03860073548924
103,116,333.58249119729334
104,116,325.00318702843254
105,116,323.482282614403
106,116,327.0086344947592
107,116,343.7359728203134
108,116,347.5785209315252
109,116,339.02982732467507
110,116,337.26057889539027
111,116,328.8023152422069
112,116,331.3595679532845
113,116,331.9306146518102
114,116,333.05953785717844
115,116,327.2946822702489
1,117,0.12462680716390395
2,117,1.246232154343005
3,117,4.204950239999239
4,117,7.3482363821568395
5,117,13.068732249580918
6,117,19.19719474492852
7,117,25.9043390297297
8,117,35.333745963694255
9,117,39.14307860720155
10,117,63.96181808961112
11,117,72.51612837964795
12,117,77.54344989455775
13,117,81.03218259868402
14,117,82.9125069216237
15,117,81.31815993716444
16,117,80.27719178988649
17,117,77.62026628321637
18,117,86.30324712200323
19,117,78.73059582086631
20,117,80.3665844513381
21,117,90.33307195190847
22,117,92.88346896071691
23,117,93.98950487987827
24,117,84.90525341491998
25,117,92.46739480313893
26,117,91.33389659196895
27,117,109.7082549582092
28,117,109.9689582945893
29,117,110.56742832191071
30,117,124.67726807216376
31,117,138.13953464644942
32,117,139.8355395379922
33,117,159.9637275911338
34,117,159.45001510549346
35,117,143.55055329215455
36,117,148.27548205324553
37,117,155.16460866254394
38,117,160.53208880654384
39,117,163.66237997155466
40,117,183.27358154177278
41,117,203.10929126577344
42,117,223.11734531324578
43,117,230.58747040832645
44,117,190.87775535403804
45,117,217.25975097287534
46,117,212.72464999812726
47,117,207.21701902101407
48,117,219.17810184307965
49,117,218.7624238178449
50,117,219.0376504149113
51,117,241.71001806815661
52,117,269.14134671193153
53,117,278.9542078538101
54,117,290.03334208229313
55,117,321.3545083597738
56,117,328.839797611185
57,117,337.2478227470414
58,117,312.15588413220223
59,117,343.50562370142603
60,117,349.7353183414023
61,117,366.3322310460741
62,117,365.7130904239715
63,117,338.8961499534462
64,117,323.2538645342544
65,117,304.97213337359256
66,117,313.25598539122
67,117,297.7847564275032
68,117,306.0746572020865
69,117,301.5501002139271
70,117,330.4837727518744
71,117,312.39419909679094
72,117,324.5750417107686
73,117,310.3479545760601
74,117,305.5540630902941
75,117,277.2786444623754
76,117,276.0136165425318
77,117,275.39372685332586
78,117,301.4193791039885
79,117,297.4254432858438
80,117,300.4794812357151
81,117,325.58428295137116
82,117,330.8663891151439
83,117,355.2687337308877
84,117,340.8898254375009
85,117,311.57078419295254
86,117,305.2533310749776
87,117,308.4061328911795
88,117,320.44760457394426
89,117,287.6296165804705
90,117,294.2441756436925
91,117,287.24318838651703
92,117,303.9906262034858
93,117,309.4536472060492
94,117,324.9195092286165
95,117,345.9502659361721
96,117,324.7794791314961
97,117,331.66928122476696
98,117,337.2227341898825
99,117,322.80939268097563
100,117,344.73695665298953
101,117,362.4207278419635
102,117,329.89041089546345
103,117,323.499083467536
104,117,329.07401925562783
105,117,329.389996785353
106,117,344.12112681321355
107,117,348.9181952641241
108,117,327.77925669351725
109,117,337.8965333090823
110,117,332.0761976955662
111,117,330.6799887401363
112,117,332.84178295801905
113,117,333.05953785717844
114,117,329.51606690589267
115,117,306.53637671537075
116,117,280.6418048374206
1,118,0.12138004436183601
2,118,1.2956702555959279
3,118,4.245603600620615
4,118,7.001948753477084
5,118,13.259770865293353
6,118,19.999281798198385
7,118,27.803283743462615
8,118,35.450260793643594
9,118,41.97412945423898
10,118,66.12035449591926
11,118,78.05125176341204
12,118,81.84453086063185
13,118,77.38807774042465
14,118,83.92044168912331
15,118,77.37660512975255
16,118,77.56839998128416
17,118,78.43216506955675
18,118,79.47240550368151
19,118,77.82475834572791
20,118,86.54179988454783
21,118,85.82180911286193
22,118,97.8211962044413
23,118,87.77268387155326
24,118,86.47887194670932
25,118,95.10535377476423
26,118,87.51982912001948
27,118,111.98187122213419
28,118,113.19279750243275
29,118,127.07723388271337
30,118,128.64593615130883
31,118,140.16072309426858
32,118,146.14565603030888
33,118,159.23355264681052
34,118,159.11995665758147
35,118,136.94174790326738
36,118,155.0158425774416
37,118,153.7498497545453
38,118,162.84731781779666
39,118,186.07228517084664
40,118,203.85131418016366
41,118,212.58724827079146
42,118,230.2715046750143
43,118,199.91767083613914
44,118,209.38417602136894
45,118,213.98688567490368
46,118,208.98012302913668
47,118,208.82928908810135
48,118,222.05273701503853
49,118,218.269295449123
50,118,232.67586358424276
51,118,254.32778341533466
52,118,282.40110052227794
53,118,288.487986265433
54,118,298.99220504050896
55,118,328.0695641167422
56,118,347.6174779798494
57,118,317.91354323145123
58,118,334.35496502229637
59,118,345.451810991401
60,118,377.43196732670935
61,118,366.57066484307745
62,118,343.3437783336876
63,118,312.9831109144516
64,118,301.4336292460048
65,118,294.87307247847673
66,118,298.28247492887607
67,118,298.7428013973684
68,118,310.3760641480351
69,118,322.54298502709963
70,118,312.5566898026716
71,118,326.70792277741907
72,118,304.0594057481217
73,118,291.0437858339238
74,118,287.96715930367395
75,118,281.6540241172469
76,118,290.64540865235847
77,118,295.65422348432884
78,118,289.82545244262576
79,118,288.21732653865024
80,118,317.3652332842176
81,118,338.7621319505884
82,118,344.6625913804833
83,118,344.2257315982605
84,118,321.74707513892065
85,118,332.1363195746759
86,118,312.048888921097
87,118,306.5320003171778
88,118,284.4667354169251
89,118,294.34245696006394
90,118,295.7888310011873
91,118,305.8129473040351
92,118,308.50261296763756
93,118,322.93171626412527
94,118,348.1590324407102
95,118,322.00354006778394
96,118,330.27275619638414
97,118,348.11064016252215
98,118,321.6423259108591
99,118,352.8590366840518
100,118,360.6371518552093
101,118,337.96067788397613
102,118,321.4916977769215
103,118,328.79089056882526
104,118,329.1143547629699
105,118,341.4512379660139
106,118,345.58343811333134
107,118,324.10727665678615
108,118,333.8880507041259
109,118,329.47040820463644
110,118,339.5491346396005
111,118,332.1822116707472
112,118,333.05953785717844
113,118,330.37355254775093
114,118,304.2246597534802
115,118,280.5688376278923
116,118,285.89170517394035
117,118,294.0369400112909
1,119,0.12054488337709711
2,119,1.4382487014858363
3,119,4.556682212373414
4,119,7.335152060503115
5,119,15.581121070252307
6,119,21.067550867877284
7,119,30.137852919103896
8,119,36.51841321889567
9,119,49.610823142535146
10,119,66.95548521487449
11,119,73.96183980739451
12,119,76.78582754401386
13,119,73.9451443766005
14,119,83.06247517520474
15,119,76.15307140645147
16,119,77.08497040129605
17,119,82.1282122878527
18,119,75.71393783255674
19,119,75.7325483420554
20,119,95.0834866020193
21,119,95.91268087662849
22,119,96.61590756885823
23,119,83.24532766894612
24,119,88.74435522491194
25,119,92.19611657386423
26,119,100.59592844749203
27,119,118.30677308124682
28,119,126.43571439537578
29,119,129.43920131249746
30,119,142.679309292433
31,119,153.00506947445342
32,119,155.87515591654451
33,119,167.6128106379648
34,119,153.85344526549062
35,119,140.57204572419238
36,119,161.87798805474262
37,119,155.60326106097494
38,119,175.06227026958967
39,119,183.9923819832498
40,119,204.53038267603444
41,119,214.53833254315052
42,119,220.85945060643596
43,119,204.52975302971407
44,119,211.20010445644704
45,119,212.62568302034134
46,119,207.77233589159576
47,119,221.18520473752756
48,119,206.0953881411641
49,119,224.3124283777799
50,119,251.52830890163102
51,119,270.6461107243104
52,119,286.22314222221627
53,119,295.7202497429784
54,119,321.5797273764457
55,119,333.7610743523241
56,119,314.3850200493065
57,119,326.35970481152077
58,119,334.13679910347173
59,119,358.7688505462508
60,119,353.6201318219459
61,119,350.5964003496597
62,119,328.6060323294415
63,119,312.80808766743843
64,119,300.35119648673253
65,119,312.79692182309606
66,119,304.10820614111327
67,119,308.7339586071054
68,119,309.668742898344
69,119,309.53120521252447
70,119,313.2737321973341
71,119,302.06540176319726
72,119,294.523366361069
73,119,292.42956187051055
74,119,271.98438588928826
75,119,286.09584528299223
76,119,290.83875804496654
77,119,292.63931965436774
78,119,296.65632134196665
79,119,313.65845854118334
80,119,338.18469511656474
81,119,347.8049167201529
82,119,366.28630478658704
83,119,332.65224769612803
84,119,325.44251878501814
85,119,307.7202786013897
86,119,306.71185721524216
87,119,291.30020076636674
88,119,300.2450022630346
89,119,287.2259438238333
90,119,310.4787037404573
91,119,321.1051060918462
92,119,326.24384933000425
93,119,349.56493468314585
94,119,326.431601151035
95,119,325.8442914260384
96,119,348.74286240466057
97,119,321.16820649861114
98,119,351.3655807580997
99,119,362.4258952270361
100,119,342.2079342484325
101,119,321.73286840292656
102,119,326.56651303658214
103,119,323.99324124818685
104,119,339.6095360053447
105,119,350.7379043668087
106,119,320.3641270652919
107,119,333.0298133845101
108,119,327.7283745199256
109,119,341.6321744173629
110,119,337.82617724166636
111,119,325.2199167939551
112,119,330.0239489418741
113,119,302.6384245031938
114,119,279.68844555088066
115,119,285.89170517394035
116,119,293.8882780764442
117,119,302.57936137622625
118,119,332.4799814089968
1,120,0.14065742397418632
2,120,1.4245707754660037
3,120,4.723920358919201
4,120,7.625821693319301
5,120,14.75321030065436
6,120,22.123308607558915
7,120,32.148558558712175
8,120,42.21552161750944
9,120,54.11426527073144
10,120,69.18869739040898
11,120,82.10138382638792
12,120,79.2606805140452
13,120,73.75096528113288
14,120,76.69924376416535
15,120,75.74472035176612
16,120,76.30061088638931
17,120,82.3912534269165
18,120,75.08736110752285
19,120,81.75815822982763
20,120,92.29224007950951
21,120,97.14997613919502
22,120,87.41418486603204
23,120,81.49801361048151
24,120,94.70618667019994
25,120,89.7075953972526
26,120,106.18482192028316
27,120,114.74073315207049
28,120,126.25874823337034
29,120,130.53542585029794
30,120,147.4514380631225
31,120,162.60904729364947
32,120,157.69989521714598
33,120,171.03228121941348
34,120,149.71719261021696
35,120,154.2195320353967
36,120,158.20031028197405
37,120,172.37907334530854
38,120,188.17139341885604
39,120,195.49498114389357
40,120,206.41128364641952
41,120,215.96679259051953
42,120,207.38530525183631
43,120,207.7276063345336
44,120,223.49280258728277
45,120,207.8057105392317
46,120,207.99537951613132
47,120,204.84941880425268
48,120,214.5744313376238
49,120,251.95141900091429
50,120,259.21977537715765
51,120,287.9691660155754
52,120,284.30787416702833
53,120,306.8489195101783
54,120,327.3473370602731
55,120,345.97825036607077
56,120,325.62467684820456
57,120,331.85457400311816
58,120,364.6079124303639
59,120,372.8393833582644
60,120,353.9047749544265
61,120,349.347593906733
62,120,316.18819529876953
63,120,302.11344495277524
64,120,308.11513262954304
65,120,317.9705563269032
66,120,296.3930027494413
67,120,319.48110250586956
68,120,322.625263971849
69,120,310.0423763075405
70,120,326.1256581371143
71,120,298.81541768984954
72,120,287.4050342547995
73,120,287.4587980931395
74,120,279.2192209380172
75,120,286.60310422426807
76,120,285.0037366668011
77,120,293.72192312382987
78,120,313.39231082220454
79,120,340.1094569907849
80,120,341.2786705213141
81,120,366.94497858041393
82,120,332.5832309313651
83,120,331.8274680885454
84,120,296.00019737187006
85,120,294.93474085191787
86,120,306.3483271717003
87,120,294.9627665651141
88,120,313.46990607534985
89,120,304.56626853892516
90,120,328.2242677376027
91,120,317.5943988669032
92,120,350.5603490329168
93,120,323.227440996006
94,120,328.00517546796465
95,120,338.21585665158693
96,120,326.79631158590746
97,120,350.86326524518984
98,120,366.4402211429838
99,120,343.9050812054463
100,120,321.0583131147065
101,120,328.8681053672323
102,120,334.8602594843084
103,120,334.17888325669685
104,120,342.71135359366343
105,120,328.86907223273306
106,120,336.8449573582467
107,120,332.77823454517204
108,120,339.03336273206344
109,120,341.2440702720246
110,120,320.30639818172415
111,120,326.2995627495048
112,120,303.17854598248584
113,120,290.1951700252671
114,120,285.2240245780981
115,120,293.48458956763386
116,120,301.3445481329439
117,120,333.2886623916943
118,120,353.91390424321895
119,120,380.79614258675366
1,121,0.13420720290986488
2,121,1.5593818643724213
3,121,4.6635657217773225
4,121,8.276450968910796
5,121,14.031207984473584
6,121,24.77049527378264
7,121,35.06322546373181
8,121,44.09900193870263
9,121,53.97911082676765
10,121,64.78445688190473
11,121,85.63656097418682
12,121,74.76542929469576
13,121,74.58211636241825
14,121,76.26500282351759
15,121,73.65880436623375
16,121,78.73417490822078
17,121,76.92817269885525
18,121,75.610578602657
19,121,88.41733289872144
20,121,96.87267391431074
21,121,90.95474378850756
22,121,81.0714153517487
23,121,82.90707171122855
24,121,95.29996761065878
25,121,98.97745546741713
26,121,111.9821003704234
27,121,113.39094117671014
28,121,123.3041998781125
29,121,145.3559986296919
30,121,150.44345071473654
31,121,174.94647050821504
32,121,177.00170065047698
33,121,168.83084620706362
34,121,153.8423706265705
35,121,151.33919243991693
36,121,165.8706568965437
37,121,184.4621185319686
38,121,195.31809459135553
39,121,197.34510120812345
40,121,210.8942578452979
41,121,204.67085086088903
42,121,206.13854800110641
43,121,215.62404000083438
44,121,227.72774283100026
45,121,214.48878899160036
